KOST_ID,FUNCTION,FR_STATUS,SOURCE_REFERENCE,FULL_TEXT_RECOVERABLE,CORRECT_ANSWER_RECOVERABLE,IMPORT_ELIGIBLE,BLOCKER
Q-7.6-019,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 49 (DGR 2.2/2.2.4 prevention recommendations), cross-checked against slides 46–48 (hidden-DG definition and C",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-020,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 41, cross-checked against slide 50 (""Les DG sont généralement interdits au transport par des passagers ou l'é",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-021,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slides 54–55 (DGR 1.3 shipper wheel, DGR 1.4 operator wheel), cross-checked against slide 56 (DGR 1.4.5, acceptance",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-022,7.6,FROZEN FR / SOURCE VERIFIED,"§2.8.3.1, §2.8.3.5",YES,YES,YES,
Q-7.6-023,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 74 (DGR 3.0.3, packing-group degree-of-danger table), cross-checked against slide 75 (infectious-substance cl",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-024,7.6,FROZEN FR / SOURCE VERIFIED,"§6.0.4.2.1(c), §6.0.4.2.1(b)",YES,YES,YES,
Q-7.6-025,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 113 (DGR 8.2, LTA handling-information wording), cross-checked against slide 112 (DGD purpose per DGR 8.0.1.2",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-026,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 128 (general emergency-procedure 4-step sequence), cross-checked against slide 129 (5-step spill/body-contact",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-027,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 126, the same slide already recorded in the blueprint as this leaf's sole evidence (shared with 0.6.1's gener",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-028,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 110 (radioactive TI/category rules), cross-checked against slide 108 (general radioactive-separation principl",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-029,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 107, cross-checked against slide 104 (Table 9.3.A itself, already the basis for Q-7.6-001 in Batch 1) and sli",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-030,7.6,FROZEN FR / SOURCE VERIFIED,"§9.5.1.1.3.4, §9.5.1.1.3, Tableau 9.5.A",YES,YES,YES,
Q-7.6-031,7.6,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.6,YES,YES,YES,
Q-7.6-032,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 99, this leaf's own single dedicated evidence item, in accordance with binding caveat 2's restricted framing ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-033,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 Practice Book (F-KOST 09), Question 9, this leaf's own primary gradeable evidence per binding caveat 3, cross-checked again",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-034,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slides 13–14 (Généralités). No direct exam/practice hit for this exact article/substance distinction.",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-035,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 17 (Généralités). No direct exam/practice hit for this exact factor list. **This item brings 0.1.1 to its ful",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-036,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 23 (diagram, directly naming ""DOC 9284""); Practice Book Question 1 supplies the primary gradeable multiple-ch",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-037,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slides 38–39 (DGR 1.2.5/1.2.6/1.2.7). No direct exam/practice hit for this exact states-concerned contrast.",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-038,7.6,PARTIALLY CONFIRMED,"§2.5.1, §2.5.1.4), §2.5.2.",YES,YES,NO,"status is PARTIALLY CONFIRMED, not FROZEN"
Q-7.6-039,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 46 (DGR 2.2). No direct exam/practice hit for this exact definitional wording; Exam Q10 and the course's own ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-040,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 53 (DGR 1.3.1). No direct exam/practice hit for this specific compliance-scope/sanctions clause; Exam Q5 and ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-041,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 57 (DGR 1.5). No direct exam/practice hit for this specific training-cadence fact.",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-042,7.6,FROZEN FR / SOURCE VERIFIED,§2.8.3.1,YES,YES,YES,
Q-7.6-043,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 63, directly corroborated by Exam Q4 (""Combien de classes de danger sont référencés sur le manuel DGR de l'IA",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-044,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 68 (DGR 3.0.2), cross-checked against slide 69 (Divisions 6.1/6.2 examples — different specific facts drawn f",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-045,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 69 (DGR 3.0.2). Topic-adjacent to the course's own in-slide, unanswered exercise (slide 75: ""Quelle classe co",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-046,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 91 (marking criteria), cross-checked against slide 92 (worked UN-mark example, already Batch 2's `Q-7.6-024` ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-047,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 86 (introductory rationale for marking/labelling), cross-checked against slide 87 (the two-label-types statem",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-048,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 114 (DGR documentation section), cross-checked against slide 113 (LTA wording, `Q-7.6-025`'s evidence basis) ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-049,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 78 (excepted quantities documentation), cross-checked against slide 80 (limited quantities documentation, the",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-050,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 129 (body-contact response — a separate, more detailed procedure from slide 128's own 4-step initial response",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-051,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 101 (opening the separation section), cross-checked against slide 104 (Table 9.3.A itself, already Batch 1's ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-052,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 105, cross-checked against slide 104 (`Q-7.6-001`'s own distractor rationale already flagged this same CAO ru",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-053,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 108 (TI definition), cross-checked against slide 109 (Table 10.9.3.7 pointer) and slide 110 (category-specifi",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-054,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 115 (rationale, opening the ""Notification des pilotes"" section), cross-checked against slide 116 (who/what, a",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-055,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 122, cross-checked against the immediately following sentence (`Q-7.6-010`'s own evidence basis: agent-des-op",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.6-056,7.6,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.6 course, slide 122, cross-checked against `Q-7.6-054`'s (slide 115) and `Q-7.6-055`'s (slide 122, immediately preceding sent",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-001,7.7,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.1(a),YES,YES,YES,
Q-7.7-002,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 114 (radioactive TI concept and Category I-White/II-Yellow/III-Yellow distinction), cross- checked against sl",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-003,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 76 (DGR 4.2, DG list column structure A–N), cross-checked against slide 75 (""La liste des marchandises danger",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-004,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slides 71–72 (DGR 2.6, excepted quantities scope and documentation exemptions), cross-checked against slide 76 (DG ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-005,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 85 (DGR 7.2.2.2, two-type statement), cross-checked against slides 86–88 (handling-label slide, biological/en",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-006,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 88, cross-checked against slide 85 (the base two-type danger/handling structure, this batch's own Q-7.7-005 e",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-007,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slides 52–54 (DGR 2.2/ 2.2.4, hidden-DG definition and named-example lists), cross-checked against slide 53 (COMAT-",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-008,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 119 (general 4-step initial-response procedure), cross-checked against slide 120 (the follow-on 5-step spill/",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-009,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 121 (OACI in-flight emergency guide for flight crew), same evidence pool as 0.6.1's Q-7.7-008 above per Stage",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-010,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 122 (OACI post-landing emergency guide), cross-checked against slide 121 (the preceding in-flight guide, this",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-011,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 121 (ATC clause only), cross-checked against slide 108 (the ""agent des opérations aériennes"" mention, confirm",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-012,7.7,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.3(d),YES,YES,YES,
Q-7.7-013,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 127 (operator reporting duty). Corroborated at a topic level by Exam Q20 (""Qui doit signaler les accidents et",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-014,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 126, directly and strongly corroborated by Practice Q29's own worded scenario (baggage discovery specifically",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-015,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 129, following slide 127's general reporting-duty statement. No direct exam/practice hit, consistent with Sta",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-016,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 15 (DGR 1.0), cross-checked against slide 8 (""Introduction,"" the safe-transport precondition statement), slid",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-017,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slides 19–22 (Fondements de la Réglementation DGR 1.1, SCoETDG→AIEA→OACI→IATA hierarchy), cross-checked against sli",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-018,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 30 (DGR 1.2.1), the sole slide covering this leaf (a genuinely thin, single-fact sub-task per the Stage 2A bl",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-019,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slides 31–32 (risque/danger definitions, chemical/radiation/biological hazard examples), cross-checked against slid",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-020,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 41 (DGR 1.2.7), cross-checked against slide 40 (DGR 1.2.5 approvals / DGR 1.2.6 dérogations) and slides 38–39",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-021,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 45 (DGR 2.3.A note), cross-checked against slide 43 (chemical-match/lithium-lighter prohibition note) and sli",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-022,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 60 (DGR 1.5), cross-checked against slide 58 (shipper's 9-item duty wheel, DGR 1.3) and slide 59 (operator's ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-023,7.7,FROZEN FR / SOURCE VERIFIED,"§2.8.3.1, §2.8.3.5, §2.8.1.3)",YES,YES,YES,
Q-7.7-024,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 68 (DGR 3.0.3). Slide 69's own classification exercise (""Quelle classe couvre les substances infectieuses ?"")",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-025,7.7,FROZEN FR / SOURCE VERIFIED,§6.0.3.2,YES,YES,YES,
Q-7.7-026,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 116 (exercise stem, this leaf's own KOST course trace per the Stage 1 draft's sub-task enumeration), answered",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-027,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 117 — the same slide 0.6.1's own Batch 1 evidence (Q-7.7-008) sits adjacent to, but this item draws specifica",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-028,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 74 (DGR 2.7), directly cross-checked against slide 72 (DGR 2.6, this batch's own Batch 1 Q-7.7-004 evidence) ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-029,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 77 (DGR 4.2 list symbols), cross-checked against slide 78 (bold/light-face PSN convention) and slide 76 (this",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-030,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 79 (DGR 4.3), cross-checked against slide 77 (DGR 4.2's own alphabetical ordering principle, this item's own ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-031,7.7,FROZEN FR / SOURCE VERIFIED,"§9.5.1.1.3.4, Tableau 9.5.A",YES,YES,YES,
Q-7.7-032,7.7,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.3(i),YES,YES,YES,
Q-7.7-033,7.7,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.10,YES,YES,YES,
Q-7.7-034,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slides 13–14 (article/substance worked examples), cross-checked against slide 15 (the formal DGR 1.0 definition, al",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-035,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 18 (five named historical DG accidents), cross-checked against slide 15 (this batch's own Q-7.7-034 sibling e",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-036,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 25 (Base Réglementaire, DGR de l'IATA), cross-checked against slides 19–22 (this batch's own Batch 2 Q-7.7-01",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-037,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 28 (DGR Annexe B.2.2.4, IATA Cargo IMP codes: CAO, DGD, ICE, IMP, MAG, RFL), cross-checked against slide 27 (",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-038,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 33 (worked flammable-liquid danger/risque/évaluation-du-risque example), cross-checked against slide 31–32 (B",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-039,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 36, cross-checked against slide 35 (passenger reasons for carrying DG: toiletries, phone, laptop, electric wh",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-040,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 55 (DGR 2.2/2.2.4 hidden-DG prevention recommendations), cross-checked against slides 52–54 (Batch 1's own Q-",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-041,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 46 (DGR 2.3 general prohibition rule), cross-checked against slide 45 (Batch 2's own Q-7.7-021 evidence, the ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-042,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slides 58–59 (Expéditeur DGR 1.3 / Exploitant DGR 1.4 duty wheels), cross-checked against slide 60 (Batch 2's own Q",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-043,7.7,DRAFT — TIER A NOT YET VERIFIED,"§2.8, §2.8.1.1.1, §2.8.3.0, §2.8.0.1",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-044,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 66 (DGR 3.0.2, 9-class statement and division examples 1.1–1.6, 2.1–2.3, 4.1–4.3, 5.1–5.2, 6.1–6.2), cross-ch",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-045,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 66, cross-checked against slide 68 (this item's own first distractor's evidence). Corroborated at a topic lev",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-046,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 67 (9-class hazard-type table: Explosifs/Gaz/Liquides inflammables/Solides inflammables/Comburantes/Toxiques ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-047,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 84 (importance of marking/labelling), cross-checked against slide 85 (Batch 1's own Q-7.7-005 evidence, the t",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-048,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 100 (DGR 8.2, AWB handling-information box wording), cross-checked against slide 99 (Batch 2's own Q-7.7-026 ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-049,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 120 (step 5 of the general procedure, continuing the numbered sequence begun on slide 119, Batch 1's own Q-7.",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-050,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 111 (radioactive transport regulation's historical origin), part of this function's richest ★★★ evidence pool",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-051,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 113, directly and strongly corroborated by slide 109 (Batch 2's own Q-7.7-031 evidence, the NOTOC exemptions ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-052,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 122 (OACI post-landing guide, first bullet), directly and strongly corroborated by Exam Q19's own option (a) ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.7-053,7.7,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.7 course, slide 122 (OACI post-landing guide, third bullet), directly and strongly corroborated by Exam Q19's own option (d) ",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-001,7.8,FROZEN FR / SOURCE VERIFIED,§9.5.1.1.3(a),YES,YES,YES,
Q-7.8-002,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — exam Q20 (F-KOST 05), the exam's own capstone NOTOC-completion exercise, read in full this session and cited as the **primary** evidentiary a",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-003,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — practice Q30 (F-KOST 09), the practice book's own capstone three-part NOTOC-analysis scenario, read in full this session and cited as the **p",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-004,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — practice Q29 (F-KOST 09), cross-checked against course slides 110–112 (""Fret ou bagages contaminés,"" ""Compte rendu DG non déclarées""). This i",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-005,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.8 course, slide 108 (""Procédures générales,"" 4-step initial response), shared evidence base with leaf 0.6.1 per Stage 1/2A. C",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-006,7.8,FROZEN FR / SOURCE VERIFIED,"§9.5.1.1.9, §9.5.1.1.1(b)",YES,YES,YES,
Q-7.8-007,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.8 course, slide 72 (DGR 4.2, DG list column structure A–N), cross-checked against slide 71 (""La liste des marchandises danger",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-008,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.8 course, slide 63 (DGR 3.0.2), cross-checked against slide 64 (the 9-class hazard-label icon overview, where Class 6's singl",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-009,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.8 course, slide 81 (DGR 7.2.2.2, two-type statement), cross-checked against slides 82–84 (handling-label slide, biological/en",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-010,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.8 course, slide 84, cross-checked against slide 81 (the base two-type danger/handling structure) and slide 83 (worked chemica",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-011,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.8 course, slide 41 (DGR 2.3), cross-checked against slide 45 (""Limites — Dispositions relatives aux passagers et au fret,"" th",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-012,7.8,FROZEN FR / SOURCE VERIFIED,"§2.5.1.3, §2.5.2, §2.5.1",YES,YES,YES,
Q-7.8-013,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — practice Q10 (F-KOST 09), cross-checked against course slide 5 (the course's own ""Objectifs de la formation,"" this function's strongest, most",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
Q-7.8-014,7.8,DRAFT — TIER A NOT YET VERIFIED,"Tier B — KOST Function 7.8 course, slide 18 (""Généralités,"" ""Pourquoi Réglementer?"" — a five-accident list: Pan Am Boston 1973, Saudia Riyadh 1980, Va",YES,YES,NO,"status is DRAFT — TIER A NOT YET VERIFIED, not FROZEN"
